VaR,ES
1.938467764,2.37801702
1.927519913,2.368228396
1.927519913,2.368228396
1.96632883,2.458176778
2.039385478,2.638351981
2.039385478,2.638351981
2.039385478,2.638351981
2.081067683,2.7582576
2.081067683,2.7582576
2.081067683,2.7582576
2.081067683,2.7582576
2.081067683,2.7582576
2.081067683,2.7582576
2.081067683,2.7582576
2.095902179,2.776265734
2.095902179,2.776265734
2.095902179,2.776265734
2.095902179,2.776265734
2.095902179,2.776265734
2.104195128,2.786542021
2.12013907,2.811443142
2.134789532,2.840892459
2.134789532,2.840892459
2.134789532,2.840892459
2.134789532,2.840892459
2.146061381,2.846338965
2.146061381,2.846338965
2.146061381,2.846338965
2.134408011,2.839561557
2.145705117,2.845106992
2.145705117,2.845106992
2.145705117,2.845106992
2.145705117,2.845106992
2.152544612,2.848798315
2.152544612,2.848798315
2.152544612,2.848798315
2.184462455,2.920185467
2.206364325,2.963782572
2.206364325,2.963782572
2.21410608,2.984721258
2.21410608,2.984721258
2.21410608,2.984721258
2.268371668,3.095814997
2.268371668,3.095814997
2.234913654,3.061387542
2.234913654,3.061387542
2.280684295,3.142255497
2.280684295,3.142255497
2.247184242,3.108120509
2.248240431,3.112197671
2.248240431,3.112197671
2.248240431,3.112197671
2.248240431,3.112197671
2.248240431,3.112197671
2.248240431,3.112197671
2.28246337,3.14906009
2.278273811,3.13102631
2.278273811,3.13102631
2.275127488,3.119128251
2.275127488,3.119128251
2.275127488,3.119128251
2.275127488,3.119128251
2.316923874,3.171981308
2.316923874,3.171981308
2.317585257,3.166223239
2.317585257,3.166223239
2.317585257,3.166223239
2.317585257,3.166223239
2.317585257,3.166223239
2.317585257,3.166223239
2.317585257,3.166223239
2.317585257,3.166223239
2.317585257,3.166223239
2.342266713,3.188308632
2.342266713,3.188308632
2.342266713,3.188308632
2.342266713,3.188308632
2.342266713,3.188308632
2.360534307,3.202951984
2.360534307,3.202951984
2.360534307,3.202951984
2.360534307,3.202951984
2.362551328,3.194587071
2.362551328,3.194587071
2.361853451,3.183318824
2.361853451,3.183318824
2.361853451,3.183318824
2.361853451,3.183318824
2.361853451,3.183318824
2.361853451,3.183318824
2.361853451,3.183318824
2.361853451,3.183318824
2.361853451,3.183318824
2.361853451,3.183318824
2.361853451,3.183318824
2.361853451,3.183318824
2.361853451,3.183318824
2.36161363,3.182161864
2.365029713,3.180926517
2.370997389,3.185058311
2.370997389,3.185058311
2.387637888,3.196861337
2.387637888,3.196861337
2.398114328,3.199851443
2.398114328,3.199851443
2.398114328,3.199851443
2.398114328,3.199851443
2.398114328,3.199851443
